nome_estacao;cod_estacao;bacia;sub_bacia;operadora;responsavel;municipio_uf;municipio;uf;latitude;longitude;altitude;cod_rio;nome_rio;origem;status_estacao
PCH ALBANO MACHADO JUSANTE;73437000;7;73;00440 - CERV-PET - Cervejaria Petrópolis do Centro Oeste Ltda.;00440 - CERV-PET - Cervejaria Petrópolis do Centro Oeste Ltda.;TRINDADE DO SUL-RS;TRINDADE DO SUL;RS;-27.49640;-52.80310;494.00;73102100;RIO LAJEADO DO LOBO;Setor Elétrico;Ativo
UHE MONJOLINHO NONOAI;73440000;7;73;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;NONOAI-RS;NONOAI;RS;-27.48220;-52.77970;428.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
BARÃO DE COTEGIPE;73444700;7;73;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;BARÃO DE COTEGIPE-RS;BARÃO DE COTEGIPE;RS;-27.62420;-52.38390;0.00;73102030;LAJEADO GRANDE;RHN;Ativo
UHE MONJOLINHO CRUZALTENSE;73445000;7;73;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;CRUZALTENSE-RS;CRUZALTENSE;RS;-27.66940;-52.58420;505.00;73102000;RIO ERECHIM;Setor Elétrico;Ativo
UHE MONJOLINHO RIO ERECHIM;73448000;7;73;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;SÃO VALENTIM-RS;SÃO VALENTIM;RS;-27.57030;-52.67810;466.00;73102000;RIO ERECHIM;Setor Elétrico;Ativo
UHE MONJOLINHO BARRAMENTO;73490000;7;73;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;01059 - STATKRAFT - Statkraft Energias Renováveis S.A.;NONOAI-RS;NONOAI;RS;-27.34560;-52.73360;350.00;73102200;RIO PASSO FUNDO;Setor Elétrico;Ativo
PCH RIO DOS ÍNDIOS BARRAMENTO;73520000;7;73;00486 - CASA DE PEDRA - Casa de Pedra Energia S.A;00486 - CASA DE PEDRA - Casa de Pedra Energia S.A;NONOAI-RS;NONOAI;RS;-27.28140;-52.79530;525.00;73102600;RIO DOS ÍNDIOS;Setor Elétrico;Ativo
PCH RIO DOS ÍNDIOS JUSANTE;73528000;7;73;00486 - CASA DE PEDRA - Casa de Pedra Energia S.A;00486 - CASA DE PEDRA - Casa de Pedra Energia S.A;NONOAI-RS;NONOAI;RS;-27.24560;-52.79440;342.00;73102600;RIO DOS ÍNDIOS;Setor Elétrico;Ativo
UHE FOZ DO CHAPECÓ BARRAMENTO;74040080;7;74;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;00442 - FOZ DO CHAPECÓ - Foz do Chapecó Energia S.A;ALPESTRE-RS;ALPESTRE;RS;-27.14000;-53.04330;356.00;70001000;RIO URUGUAI;Setor Elétrico;Ativo
IRAÍ;74100000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;IRAÍ-RS;IRAÍ;RS;-27.17560;-53.22970;200.90;70001000;RIO URUGUAI;CotaOnline;Ativo
IRAÍ;74100000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;IRAÍ-RS;IRAÍ;RS;-27.17560;-53.22970;200.90;70001000;RIO URUGUAI;Inpe/Sivam(desativadas);Ativo
IRAÍ;74100000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;IRAÍ-RS;IRAÍ;RS;-27.17560;-53.22970;200.90;70001000;RIO URUGUAI;RHN;Ativo
CGH MATA COBRA MONTANTE 2;74120700;7;74;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;CARAZINHO-RS;CARAZINHO;RS;-28.24720;-52.80110;0.00;74101000;RIO DA VÁRZEA;Setor Elétrico;Ativo
CGH MATA COBRA MONTANTE 1;74120750;7;74;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;CARAZINHO-RS;CARAZINHO;RS;-28.26530;-52.89690;492.00;74101000;RIO DA VÁRZEA;Setor Elétrico;Ativo
CGH MATA COBRA BARRAMENTO;74120900;7;74;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;ALMIRANTE TAMANDARÉ DO SUL-RS;ALMIRANTE TAMANDARÉ DO SUL;RS;-28.10310;-53.01470;0.00;74101000;RIO DA VÁRZEA;Setor Elétrico;Ativo
CGH MATA COBRA JUSANTE;74130000;7;74;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;00221 - LIBRAGA - Libraga Brandão e Cia Ltda;ALMIRANTE TAMANDARÉ DO SUL-RS;ALMIRANTE TAMANDARÉ DO SUL;RS;-28.09860;-53.01560;442.00;74101000;RIO DA VÁRZEA;Setor Elétrico;Ativo
SARANDI;74189000;7;74;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;SARANDI-RS;SARANDI;RS;-27.93720;-52.91940;85.00;74102000;ARROIO CATURETE;RHN;Ativo
RODEIO BONITO;74240000;7;74;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;RODEIO BONITO-RS;RODEIO BONITO;RS;-27.49890;-53.16030;278.00;74101000;RIO DA VÁRZEA;RHN;Ativo
PCH GUARITA JOÃO AMADO MONTANTE;74339000;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;PALMEIRA DAS MISSÕES-RS;PALMEIRA DAS MISSÕES;RS;-27.83440;-53.51440;0.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH GUARITA BARRAMENTO JOÃO AMADO;74340000;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;PALMEIRA DAS MISSÕES-RS;PALMEIRA DAS MISSÕES;RS;-27.76530;-53.55750;480.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH GUARITA MONTANTE;74345000;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;REDENTORA-RS;REDENTORA;RS;-27.62830;-53.57250;400.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH GUARITA BARRAMENTO;74350000;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;REDENTORA-RS;REDENTORA;RS;-27.61390;-53.57140;410.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH GUARITA JUSANTE;74350100;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;REDENTORA-RS;REDENTORA;RS;-27.60670;-53.57420;380.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH FERRADURA BARRAMENTO;74350900;7;74;00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A;00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A;ERVAL SECO-RS;ERVAL SECO;RS;-27.56060;-53.57890;0.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH FERRADURA JUSANTE;74351000;7;74;00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A;00156 - BT GERADORA - Bt Geradora de Energia Elétrica S.A;ERVAL SECO-RS;ERVAL SECO;RS;-27.55890;-53.57640;298.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
CGH DAS CABRAS BARRAMENTO;74352000;7;74;01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.;01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.;ERVAL SECO-RS;ERVAL SECO;RS;-27.53670;-53.56970;295.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
CGH DAS CABRAS JUSANTE;74352200;7;74;01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.;01330 - CABRAS - Cabras Geração de Energia Elétrica S.A.;ERVAL SECO-RS;ERVAL SECO;RS;-27.53440;-53.56500;929.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH TAMBAÚ BARRAMENTO;74355000;7;74;00658 - TAMBAÚ - Tambaú Energética S.A;00658 - TAMBAÚ - Tambaú Energética S.A;ERVAL SECO-RS;ERVAL SECO;RS;-27.44000;-53.56140;0.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
PCH TAMBAÚ JUSANTE;74356000;7;74;00658 - TAMBAÚ - Tambaú Energética S.A;00658 - TAMBAÚ - Tambaú Energética S.A;ERVAL SECO-RS;ERVAL SECO;RS;-27.43030;-53.56110;0.00;74203000;RIO GUARITA;Setor Elétrico;Ativo
CGH CARLOS BEVILÁCQUA BARRAMENTO;74359000;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;SEBERI-RS;SEBERI;RS;-27.60280;-53.39170;468.00;74203100;ARROIO FORTALEZA;Setor Elétrico;Ativo
CGH FREDERICO JOÃO CERUTTI JUSANTE;74359600;7;74;01247 - FREDERICO - Hidrelétrica Frederico João Cerutti SA;01247 - FREDERICO - Hidrelétrica Frederico João Cerutti SA;SEBERI-RS;SEBERI;RS;-27.50860;-53.43140;924.00;74203100;ARROIO FORTALEZA;Setor Elétrico;Ativo
CGH GRANJA VELHA MONTANTE;74361000;7;74;00179 - CRELUZ G - CRELUZ G;00179 - CRELUZ G - CRELUZ G;TAQUARUÇU DO SUL-RS;TAQUARUÇU DO SUL;RS;-27.42330;-53.54060;276.00;74203100;ARROIO FORTALEZA;RHN;Ativo
CPRM - RIO GUARITA PALMITINHO;74370010;7;74;00266 - SEMA-RS - SEMA-RS;00266 - SEMA-RS - SEMA-RS;TENENTE PORTELA-RS;TENENTE PORTELA;RS;-27.33280;-53.64440;0.00;74203000;RIO GUARITA;RHN;Ativo
PONTE DO RIO TURVO;74460000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;SANTO AUGUSTO-RS;SANTO AUGUSTO;RS;-27.82470;-53.73030;400.00;74301500;RIO TURVO;CotaOnline;Ativo
PCH CARLOS GONZATTO PONTE TURVO;74462000;7;74;00301 - CN ENERGIA - CN Energia S.A;00301 - CN ENERGIA - CN Energia S.A;SANTO AUGUSTO-RS;SANTO AUGUSTO;RS;-27.82030;-53.73280;434.00;74301500;RIO TURVO;Setor Elétrico;Ativo
CORONEL BICACO;74462500;7;74;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;CORONEL BICACO-RS;CORONEL BICACO;RS;-27.71690;-53.71360;433.00;74301550;LAJEADO PAIOL;RHN;Ativo
PCH CARLOS GONZATTO VILA TURVO;74463000;7;74;00301 - CN ENERGIA - CN Energia S.A;00301 - CN ENERGIA - CN Energia S.A;CAMPO NOVO-RS;CAMPO NOVO;RS;-27.70890;-53.77500;417.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH CARLOS GONZATTO BARRAMENTO;74464500;7;74;00301 - CN ENERGIA - CN Energia S.A;00301 - CN ENERGIA - CN Energia S.A;CAMPO NOVO-RS;CAMPO NOVO;RS;-27.62470;-53.80280;772.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH CARLOS GONZATTO JUSANTE;74465000;7;74;00301 - CN ENERGIA - CN Energia S.A;00301 - CN ENERGIA - CN Energia S.A;CAMPO NOVO-RS;CAMPO NOVO;RS;-27.62310;-53.80080;594.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH MARCO BALDO BARRAMENTO;74466000;7;74;00664 - SPE TURVO - SPE Turvo Energia S.A;00664 - SPE TURVO - SPE Turvo Energia S.A;BRAGA-RS;BRAGA;RS;-27.57500;-53.78970;339.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH MARCO BALDO JUSANTE;74467000;7;74;00664 - SPE TURVO - SPE Turvo Energia S.A;00664 - SPE TURVO - SPE Turvo Energia S.A;BRAGA-RS;BRAGA;RS;-27.56470;-53.78690;304.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH TOCA DO TIGRE BARRAMENTO;74468000;7;74;00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A;00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A;BRAGA-RS;BRAGA;RS;-27.54530;-53.80690;398.00;74301500;RIO TURVO;Setor Elétrico;Ativo
PCH TOCA DO TIGRE JUSANTE;74468500;7;74;00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A;00508 - CJ HIDRO - CJ Hydro - Geração de Energia S. A;BOM PROGRESSO-RS;BOM PROGRESSO;RS;-27.53530;-53.81500;319.00;74301500;RIO TURVO;Setor Elétrico;Ativo
ALTO URUGUAI;74500000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;TIRADENTES DO SUL-RS;TIRADENTES DO SUL;RS;-27.30190;-54.13970;119.90;70001000;RIO URUGUAI;RHN;Ativo
CGH CRISSIUMAL JUSANTE;74505400;7;74;01385 - M.H.N - M.H.N Geração Elétrica Ltda.;01385 - M.H.N - M.H.N Geração Elétrica Ltda.;CRISSIUMAL-RS;CRISSIUMAL;RS;-27.40500;-54.16810;147.00;74301600;LAJEADO GRANDE;Setor Elétrico;Ativo
CGH BURICÁ BARRAMENTO;74549990;7;74;00170 - CERTHIL - CERTHIL;00170 - CERTHIL - CERTHIL;INHACORÁ-RS;INHACORÁ;RS;-27.89690;-54.10720;281.00;74302000;RIO BURICÁ;Setor Elétrico;Ativo
CGH BURICÁ JUSANTE;74550000;7;74;00170 - CERTHIL - CERTHIL;00170 - CERTHIL - CERTHIL;INHACORÁ-RS;INHACORÁ;RS;-27.89140;-54.10280;264.00;74302000;RIO BURICÁ;Setor Elétrico;Ativo
CGH BELA UNIÃO BARRAMENTO;74670000;7;74;00135 - COOPERLUZ - COOPERLUZ;00135 - COOPERLUZ - COOPERLUZ;SANTA ROSA-RS;SANTA ROSA;RS;-27.78110;-54.37360;210.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
CGH BELA UNIÃO JUSANTE;74675000;7;74;00135 - COOPERLUZ - COOPERLUZ;00135 - COOPERLUZ - COOPERLUZ;SANTA ROSA-RS;SANTA ROSA;RS;-27.78000;-54.37360;205.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
CGH SANTA ROSA BARRAMENTO;74690001;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;TRÊS DE MAIO-RS;TRÊS DE MAIO;RS;-27.77140;-54.38890;182.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
CGH SANTA ROSA JUSANTE;74690100;7;74;00007 - CEEE - CEEE;00007 - CEEE - CEEE;TRÊS DE MAIO-RS;TRÊS DE MAIO;RS;-27.77030;-54.38970;0.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
CGH SANTO ANTÔNIO BARRAMENTO;74694000;7;74;00135 - COOPERLUZ - COOPERLUZ;00135 - COOPERLUZ - COOPERLUZ;SANTA ROSA-RS;SANTA ROSA;RS;-27.73030;-54.40830;150.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
CGH SANTO ANTÔNIO JUSANTE;74695000;7;74;00135 - COOPERLUZ - COOPERLUZ;00135 - COOPERLUZ - COOPERLUZ;SANTA ROSA-RS;SANTA ROSA;RS;-27.72940;-54.40940;142.00;74303000;RIO SANTA ROSA;Setor Elétrico;Ativo
PORTO MAUÁ;74720000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;PORTO MAUA-RS;PORTO MAUA;RS;-27.57810;-54.68310;100.00;70001000;RIO URUGUAI;RHN;Ativo
SANTA ROSA - PESSEGUEIRO;74746700;7;74;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;SANTA ROSA-RS;SANTA ROSA;RS;-27.87830;-54.49140;219.00;74303250;LAJEADO PESSEGUEIRO;RHN;Ativo
PORTO LUCENA;74800000;7;74;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;PORTO LUCENA-RS;PORTO LUCENA;RS;-27.85250;-55.02560;83.40;70001000;RIO URUGUAI;RHN;Ativo
PANAMBI;75020200;7;75;01463 - DCRS - Defesa Civil do Rio Grande do Sul;01463 - DCRS - Defesa Civil do Rio Grande do Sul;PANAMBI-RS;PANAMBI;RS;-28.30110;-53.50330;398.00;75101150;RIO FIUZÁ;RHN;Ativo
PCH JOSÉ BARASUOL MONTANTE;75050000;7;75;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;AJURICABA-RS;AJURICABA;RS;-28.27390;-53.64860;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
CGH CAXAMBÚ BARRAMENTO;75060000;7;75;01389 - FOCKINK - Fockink Participações Ltda.;01389 - FOCKINK - Fockink Participações Ltda.;PANAMBI-RS;PANAMBI;RS;-28.39690;-53.45830;427.00;75101220;RIO CAXAMBU;Setor Elétrico;Ativo
PCH PASSO DE AJURICABA BARRAMENTO;75120000;7;75;01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...;01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...;IJUÍ-RS;IJUÍ;RS;-28.28250;-53.81030;295.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH PASSO DO AJURICABA MONTANTE;75155010;7;75;01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...;01043 - DEMEI GERAÇÃO - Departamento Municipal de Energia de Ijuí Ger...;BOZANO-RS;BOZANO;RS;-28.28690;-53.78030;299.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH SEDE II MONTANTE;75175100;7;75;01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.;01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.;IJUÍ-RS;IJUÍ;RS;-28.40080;-53.82830;0.00;75101400;RIO POTIRIBU;Setor Elétrico;Ativo
PCH JOSÉ BARASUOL BARRAMENTO;75178000;7;75;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;IJUÍ-RS;IJUÍ;RS;-28.29250;-53.87780;270.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH RS-155 BARRAMENTO;75180000;7;75;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;IJUÍ-RS;IJUÍ;RS;-28.31280;-53.89640;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH RS-155 JUSANTE;75181000;7;75;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;IJUÍ-RS;IJUÍ;RS;-28.31280;-53.91310;250.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH SEDE II BARRAMENTO;75185200;7;75;01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.;01125 - IJUÍ - Ijuí Centenária Geração SPE Ltda.;IJUÍ-RS;IJUÍ;RS;-28.37110;-53.87920;0.00;75101400;RIO POTIRIBU;Setor Elétrico;Ativo
PCH LINHA ONZE OESTE BARRAMENTO;75186660;7;75;01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.;01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.;CORONEL BARROS-RS;CORONEL BARROS;RS;-28.35110;-54.00470;235.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH LINHA ONZE OESTE JUSANTE;75186900;7;75;01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.;01216 - LINHA_ONZE - Linha Onze Oeste Energia Ltda.;CORONEL BARROS-RS;CORONEL BARROS;RS;-28.35580;-54.04640;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
CGH ESQUINA GAÚCHA JUSANTE;75186960;7;75;01288 - ESQUINA GAÚCHA - Esquina Gaúcha Geração e Comércio de Energia ...;01288 - ESQUINA GAÚCHA - Esquina Gaúcha Geração e Comércio de Energia ...;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.33970;-54.19940;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
PCH JOSÉ BARASUOL RIO POTIRIBU;75187000;7;75;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;00167 - CERILUZ GERAÇÃO - CERILUZ GERAÇÃO;IJUÍ-RS;IJUÍ;RS;-28.36030;-53.90080;0.00;75101400;RIO POTIRIBU;Setor Elétrico;Ativo
CGH FORMIGUEIRO BARRAMENTO;75187950;7;75;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;BOA VISTA DO CADEADO-RS;BOA VISTA DO CADEADO;RS;-28.53690;-53.86030;0.00;75102000;RIO CONCEIÇÃO;Setor Elétrico;Ativo
CGH FORMIGUEIRO JUSANTE;75188050;7;75;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;01188 - FORMIGUEIRO - Formigueiro Geração E Comercio De Energia Elé...;BOA VISTA DO CADEADO-RS;BOA VISTA DO CADEADO;RS;-28.53830;-53.86330;290.00;75102000;RIO CONCEIÇÃO;Setor Elétrico;Ativo
CGH AUGUSTO PESTANA BARRAMENTO;75199000;7;75;01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...;01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...;AUGUSTO PESTANA-RS;AUGUSTO PESTANA;RS;-28.48640;-53.95030;0.00;75102000;RIO CONCEIÇÃO;Setor Elétrico;Ativo
CGH AUGUSTO PESTANA JUSANTE;75199050;7;75;01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...;01318 - ARROIO BONITO - Arroio Bonito Geração e Comércio de Energia E...;AUGUSTO PESTANA-RS;AUGUSTO PESTANA;RS;-28.48640;-53.95140;0.00;75102000;RIO CONCEIÇÃO;Setor Elétrico;Ativo
SANTO ANGELO;75230000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.35530;-54.26750;189.50;75101000;RIO IJUÍ;CotaOnline;Ativo
SANTO ANGELO;75230000;7;75;00082 - SGB-CPRM - Serviço Geológico do Brasil;00001 - ANA - Agência Nacional de Águas;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.35530;-54.26750;189.50;75101000;RIO IJUÍ;RHN;Ativo
CGH IGREJINHA BARRAMENTO;75269900;7;75;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;BOA VISTA DO CADEADO-RS;BOA VISTA DO CADEADO;RS;-28.79530;-53.97140;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO PONTE QUEIMADA;75270000;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;JÓIA-RS;JÓIA;RS;-28.77780;-53.98170;365.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
CGH IGREJINHA JUSANTE;75280100;7;75;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;01186 - CADEADO - Boa Vista do Cadeado Energia Ltda.;BOA VISTA DO CADEADO-RS;BOA VISTA DO CADEADO;RS;-28.77970;-53.96280;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO MONTANTE;75287000;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;EUGÊNIO DE CASTRO-RS;EUGÊNIO DE CASTRO;RS;-28.54330;-54.15530;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO RESERVATÓRIO;75287850;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;EUGÊNIO DE CASTRO-RS;EUGÊNIO DE CASTRO;RS;-28.45530;-54.27920;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO BARRAMENTO;75288000;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.44170;-54.28860;234.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO ALÇA;75288030;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;EUGÊNIO DE CASTRO-RS;EUGÊNIO DE CASTRO;RS;-28.44190;-54.29670;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO JUSANTE;75288100;7;75;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;01479 - ITAÚBA-ENERGIA - Consórcio Itaúba-Energia;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.43560;-54.28890;250.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO CERMISSÕES MONTANTE;75290000;7;75;00168 - CERMISSÕES - CERMISSÕES;00168 - CERMISSÕES - CERMISSÕES;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.41220;-54.30250;200.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
PCH IJUIZINHO CERMISSÕES BARRAMENTO;75291000;7;75;00168 - CERMISSÕES - CERMISSÕES;00168 - CERMISSÕES - CERMISSÕES;ENTRE-IJUIS-RS;ENTRE-IJUIS;RS;-28.40060;-54.31250;0.00;75103000;RIO IJUIZINHO;Setor Elétrico;Ativo
UHE SÃO JOSÉ MONTANTE;75305000;7;75;00569 - IJUI ENERGIA - Ijuí Energia S.A;00569 - IJUI ENERGIA - Ijuí Energia S.A;CERRO LARGO-RS;CERRO LARGO;RS;-28.19970;-54.64310;164.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
UHE SÃO JOSÉ ARROIO URUQUA;75307000;7;75;00569 - IJUI ENERGIA - Ijuí Energia S.A;00569 - IJUI ENERGIA - Ijuí Energia S.A;CAIBATÉ-RS;CAIBATÉ;RS;-28.29250;-54.69670;170.00;75103400;ARROIO URUQUA;Setor Elétrico;Ativo
UHE SÃO JOSÉ RIACHO FUNDO;75318000;7;75;00569 - IJUI ENERGIA - Ijuí Energia S.A;00569 - IJUI ENERGIA - Ijuí Energia S.A;ROLADOR-RS;ROLADOR;RS;-28.22750;-54.75470;164.00;75103600;RIACHO FUNDO;Setor Elétrico;Ativo
UHE SÃO JOSÉ BARRAMENTO;75325000;7;75;00569 - IJUI ENERGIA - Ijuí Energia S.A;00569 - IJUI ENERGIA - Ijuí Energia S.A;SALVADOR DAS MISSÕES-RS;SALVADOR DAS MISSÕES;RS;-28.17780;-54.81440;0.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
UHE SÃO JOSÉ JUSANTE;75326000;7;75;00569 - IJUI ENERGIA - Ijuí Energia S.A;00569 - IJUI ENERGIA - Ijuí Energia S.A;SALVADOR DAS MISSÕES-RS;SALVADOR DAS MISSÕES;RS;-28.17440;-54.81920;141.00;75101000;RIO IJUÍ;Setor Elétrico;Ativo
